X,Y,U,V
-1.2e+007,-1.2e+007,-5.45374e-009,-5.45374e-009
-1.2e+007,-1.176e+007,-5.56394e-009,-5.45262e-009
-1.2e+007,-1.152e+007,-5.67632e-009,-5.44919e-009
-1.2e+007,-1.128e+007,-5.79088e-009,-5.4433e-009
-1.2e+007,-1.104e+007,-5.90759e-009,-5.43481e-009
-1.2e+007,-1.08e+007,-6.02644e-009,-5.42356e-009
-1.2e+007,-1.056e+007,-6.1474e-009,-5.40942e-009
-1.2e+007,-1.032e+007,-6.27042e-009,-5.3922e-009
-1.2e+007,-1.008e+007,-6.39546e-009,-5.37176e-009
-1.2e+007,-9.84e+006,-6.52247e-009,-5.34792e-009
-1.2e+007,-9.6e+006,-6.65137e-009,-5.32052e-009
-1.2e+007,-9.36e+006,-6.7821e-009,-5.28937e-009
-1.2e+007,-9.12e+006,-6.91455e-009,-5.2543e-009
-1.2e+007,-8.88e+006,-7.04863e-009,-5.21513e-009
-1.2e+007,-8.64e+006,-7.18422e-009,-5.17168e-009
-1.2e+007,-8.4e+006,-7.32118e-009,-5.12377e-009
-1.2e+007,-8.16e+006,-7.45938e-009,-5.07121e-009
-1.2e+007,-7.92e+006,-7.59866e-009,-5.01383e-009
-1.2e+007,-7.68e+006,-7.73882e-009,-4.95145e-009
-1.2e+007,-7.44e+006,-7.8797e-009,-4.88389e-009
-1.2e+007,-7.2e+006,-8.02106e-009,-4.81099e-009
-1.2e+007,-6.96e+006,-8.16269e-009,-4.73259e-009
-1.2e+007,-6.72e+006,-8.30433e-009,-4.64854e-009
-1.2e+007,-6.48e+006,-8.44574e-009,-4.55869e-009
-1.2e+007,-6.24e+006,-8.58661e-009,-4.46291e-009
-1.2e+007,-6e+006,-8.72666e-009,-4.36109e-009
-1.2e+007,-5.76e+006,-8.86558e-009,-4.25313e-009
-1.2e+007,-5.52e+006,-9.00303e-009,-4.13894e-009
-1.2e+007,-5.28e+006,-9.13866e-009,-4.01846e-009
-1.2e+007,-5.04e+006,-9.27211e-009,-3.89165e-009
-1.2e+007,-4.8e+006,-9.40302e-009,-3.7585e-009
-1.2e+007,-4.56e+006,-9.531e-009,-3.61902e-009
-1.2e+007,-4.32e+006,-9.65566e-009,-3.47323e-009
-1.2e+007,-4.08e+006,-9.7766e-009,-3.32121e-009
-1.2e+007,-3.84e+006,-9.89341e-009,-3.16306e-009
-1.2e+007,-3.6e+006,-1.00057e-008,-2.99889e-009
-1.2e+007,-3.36e+006,-1.0113e-008,-2.82887e-009
-1.2e+007,-3.12e+006,-1.02151e-008,-2.65319e-009
-1.2e+007,-2.88e+006,-1.03113e-008,-2.47208e-009
-1.2e+007,-2.64e+006,-1.04015e-008,-2.2858e-009
-1.2e+007,-2.4e+006,-1.04853e-008,-2.09465e-009
-1.2e+007,-2.16e+006,-1.05622e-008,-1.89894e-009
-1.2e+007,-1.92e+006,-1.06319e-008,-1.69904e-009
-1.2e+007,-1.68e+006,-1.06942e-008,-1.49532e-009
-1.2e+007,-1.44e+006,-1.07488e-008,-1.28821e-009
-1.2e+007,-1.2e+006,-1.07954e-008,-1.07814e-009
-1.2e+007,-960000,-1.08339e-008,-8.65566e-010
-1.2e+007,-720000,-1.0864e-008,-6.50967e-010
-1.2e+007,-480000,-1.08856e-008,-4.34835e-010
-1.2e+007,-240000,-1.08986e-008,-2.17676e-010
-1.2e+007,0,-1.09029e-008,6.93138e-027
-1.2e+007,240000,-1.08986e-008,2.17676e-010
-1.2e+007,480000,-1.08856e-008,4.34835e-010
-1.2e+007,720000,-1.0864e-008,6.50967e-010
-1.2e+007,960000,-1.08339e-008,8.65566e-010
-1.2e+007,1.2e+006,-1.07954e-008,1.07814e-009
-1.2e+007,1.44e+006,-1.07488e-008,1.28821e-009
-1.2e+007,1.68e+006,-1.06942e-008,1.49532e-009
-1.2e+007,1.92e+006,-1.06319e-008,1.69904e-009
-1.2e+007,2.16e+006,-1.05622e-008,1.89894e-009
-1.2e+007,2.4e+006,-1.04853e-008,2.09465e-009
-1.2e+007,2.64e+006,-1.04015e-008,2.2858e-009
-1.2e+007,2.88e+006,-1.03113e-008,2.47208e-009
-1.2e+007,3.12e+006,-1.02151e-008,2.65319e-009
-1.2e+007,3.36e+006,-1.0113e-008,2.82887e-009
-1.2e+007,3.6e+006,-1.00057e-008,2.99889e-009
-1.2e+007,3.84e+006,-9.89341e-009,3.16306e-009
-1.2e+007,4.08e+006,-9.7766e-009,3.32121e-009
-1.2e+007,4.32e+006,-9.65566e-009,3.47323e-009
-1.2e+007,4.56e+006,-9.531e-009,3.61902e-009
-1.2e+007,4.8e+006,-9.40302e-009,3.7585e-009
-1.2e+007,5.04e+006,-9.27211e-009,3.89165e-009
-1.2e+007,5.28e+006,-9.13866e-009,4.01846e-009
-1.2e+007,5.52e+006,-9.00303e-009,4.13894e-009
-1.2e+007,5.76e+006,-8.86558e-009,4.25313e-009
-1.2e+007,6e+006,-8.72666e-009,4.36109e-009
-1.2e+007,6.24e+006,-8.58661e-009,4.46291e-009
-1.2e+007,6.48e+006,-8.44574e-009,4.55869e-009
-1.2e+007,6.72e+006,-8.30433e-009,4.64854e-009
-1.2e+007,6.96e+006,-8.16269e-009,4.73259e-009
-1.2e+007,7.2e+006,-8.02106e-009,4.81099e-009
-1.2e+007,7.44e+006,-7.8797e-009,4.88389e-009
-1.2e+007,7.68e+006,-7.73882e-009,4.95145e-009
-1.2e+007,7.92e+006,-7.59866e-009,5.01383e-009
-1.2e+007,8.16e+006,-7.45938e-009,5.07121e-009
-1.2e+007,8.4e+006,-7.32118e-009,5.12377e-009
-1.2e+007,8.64e+006,-7.18422e-009,5.17168e-009
-1.2e+007,8.88e+006,-7.04863e-009,5.21513e-009
-1.2e+007,9.12e+006,-6.91455e-009,5.2543e-009
-1.2e+007,9.36e+006,-6.7821e-009,5.28937e-009
-1.2e+007,9.6e+006,-6.65137e-009,5.32052e-009
-1.2e+007,9.84e+006,-6.52247e-009,5.34792e-009
-1.2e+007,1.008e+007,-6.39546e-009,5.37176e-009
-1.2e+007,1.032e+007,-6.27042e-009,5.3922e-009
-1.2e+007,1.056e+007,-6.1474e-009,5.40942e-009
-1.2e+007,1.08e+007,-6.02644e-009,5.42356e-009
-1.2e+007,1.104e+007,-5.90759e-009,5.43481e-009
-1.2e+007,1.128e+007,-5.79088e-009,5.4433e-009
-1.2e+007,1.152e+007,-5.67632e-009,5.44919e-009
-1.2e+007,1.176e+007,-5.56394e-009,5.45262e-009
-1.176e+007,-1.2e+007,-5.45262e-009,-5.56394e-009
-1.176e+007,-1.176e+007,-5.56508e-009,-5.56508e-009
-1.176e+007,-1.152e+007,-5.67985e-009,-5.56389e-009
-1.176e+007,-1.128e+007,-5.79694e-009,-5.56024e-009
-1.176e+007,-1.104e+007,-5.91634e-009,-5.55397e-009
-1.176e+007,-1.08e+007,-6.03803e-009,-5.54493e-009
-1.176e+007,-1.056e+007,-6.16199e-009,-5.53295e-009
-1.176e+007,-1.032e+007,-6.28818e-009,-5.51787e-009
-1.176e+007,-1.008e+007,-6.41656e-009,-5.4995e-009
-1.176e+007,-9.84e+006,-6.54708e-009,-5.47769e-009
-1.176e+007,-9.6e+006,-6.67968e-009,-5.45223e-009
-1.176e+007,-9.36e+006,-6.81428e-009,-5.42295e-009
-1.176e+007,-9.12e+006,-6.95079e-009,-5.38965e-009
-1.176e+007,-8.88e+006,-7.08912e-009,-5.35214e-009
-1.176e+007,-8.64e+006,-7.22915e-009,-5.31023e-009
-1.176e+007,-8.4e+006,-7.37074e-009,-5.26372e-009
-1.176e+007,-8.16e+006,-7.51375e-009,-5.21241e-009
-1.176e+007,-7.92e+006,-7.65803e-009,-5.15611e-009
-1.176e+007,-7.68e+006,-7.80338e-009,-5.09462e-009
-1.176e+007,-7.44e+006,-7.94962e-009,-5.02775e-009
-1.176e+007,-7.2e+006,-8.09652e-009,-4.95532e-009
-1.176e+007,-6.96e+006,-8.24386e-009,-4.87714e-009
-1.176e+007,-6.72e+006,-8.39136e-009,-4.79305e-009
-1.176e+007,-6.48e+006,-8.53877e-009,-4.70289e-009
-1.176e+007,-6.24e+006,-8.68579e-009,-4.6065e-009
-1.176e+007,-6e+006,-8.83209e-009,-4.50375e-009
-1.176e+007,-5.76e+006,-8.97736e-009,-4.39453e-009
-1.176e+007,-5.52e+006,-9.12125e-009,-4.27874e-009
-1.176e+007,-5.28e+006,-9.26337e-009,-4.15629e-009
-1.176e+007,-5.04e+006,-9.40336e-009,-4.02714e-009
-1.176e+007,-4.8e+006,-9.54081e-009,-3.89125e-009
-1.176e+007,-4.56e+006,-9.67532e-009,-3.74862e-009
-1.176e+007,-4.32e+006,-9.80645e-009,-3.59928e-009
-1.176e+007,-4.08e+006,-9.93378e-009,-3.44329e-009
-1.176e+007,-3.84e+006,-1.00569e-008,-3.28074e-009
-1.176e+007,-3.6e+006,-1.01753e-008,-3.11176e-009
-1.176e+007,-3.36e+006,-1.02886e-008,-2.93651e-009
-1.176e+007,-3.12e+006,-1.03964e-008,-2.75519e-009
-1.176e+007,-2.88e+006,-1.04982e-008,-2.56804e-009
-1.176e+007,-2.64e+006,-1.05936e-008,-2.37532e-009
-1.176e+007,-2.4e+006,-1.06822e-008,-2.17735e-009
-1.176e+007,-2.16e+006,-1.07637e-008,-1.97448e-009
-1.176e+007,-1.92e+006,-1.08376e-008,-1.76708e-009
-1.176e+007,-1.68e+006,-1.09037e-008,-1.55556e-009
-1.176e+007,-1.44e+006,-1.09615e-008,-1.34038e-009
-1.176e+007,-1.2e+006,-1.1011e-008,-1.12199e-009
-1.176e+007,-960000,-1.10518e-008,-9.00896e-010
-1.176e+007,-720000,-1.10837e-008,-6.77612e-010
-1.176e+007,-480000,-1.11067e-008,-4.5267e-010
-1.176e+007,-240000,-1.11205e-008,-2.26614e-010
-1.176e+007,0,-1.11251e-008,1.09181e-027
-1.176e+007,240000,-1.11205e-008,2.26614e-010
-1.176e+007,480000,-1.11067e-008,4.5267e-010
-1.176e+007,720000,-1.10837e-008,6.77612e-010
-1.176e+007,960000,-1.10518e-008,9.00896e-010
-1.176e+007,1.2e+006,-1.1011e-008,1.12199e-009
-1.176e+007,1.44e+006,-1.09615e-008,1.34038e-009
-1.176e+007,1.68e+006,-1.09037e-008,1.55556e-009
-1.176e+007,1.92e+006,-1.08376e-008,1.76708e-009
-1.176e+007,2.16e+006,-1.07637e-008,1.97448e-009
-1.176e+007,2.4e+006,-1.06822e-008,2.17735e-009
-1.176e+007,2.64e+006,-1.05936e-008,2.37532e-009
-1.176e+007,2.88e+006,-1.04982e-008,2.56804e-009
-1.176e+007,3.12e+006,-1.03964e-008,2.75519e-009
-1.176e+007,3.36e+006,-1.02886e-008,2.93651e-009
-1.176e+007,3.6e+006,-1.01753e-008,3.11176e-009
-1.176e+007,3.84e+006,-1.00569e-008,3.28074e-009
-1.176e+007,4.08e+006,-9.93378e-009,3.44329e-009
-1.176e+007,4.32e+006,-9.80645e-009,3.59928e-009
-1.176e+007,4.56e+006,-9.67532e-009,3.74862e-009
-1.176e+007,4.8e+006,-9.54081e-009,3.89125e-009
-1.176e+007,5.04e+006,-9.40336e-009,4.02714e-009
-1.176e+007,5.28e+006,-9.26337e-009,4.15629e-009
-1.176e+007,5.52e+006,-9.12125e-009,4.27874e-009
-1.176e+007,5.76e+006,-8.97736e-009,4.39453e-009
-1.176e+007,6e+006,-8.83209e-009,4.50375e-009
-1.176e+007,6.24e+006,-8.68579e-009,4.6065e-009
-1.176e+007,6.48e+006,-8.53877e-009,4.70289e-009
-1.176e+007,6.72e+006,-8.39136e-009,4.79305e-009
-1.176e+007,6.96e+006,-8.24386e-009,4.87714e-009
-1.176e+007,7.2e+006,-8.09652e-009,4.95532e-009
-1.176e+007,7.44e+006,-7.94962e-009,5.02775e-009
-1.176e+007,7.68e+006,-7.80338e-009,5.09462e-009
-1.176e+007,7.92e+006,-7.65803e-009,5.15611e-009
-1.176e+007,8.16e+006,-7.51375e-009,5.21241e-009
-1.176e+007,8.4e+006,-7.37074e-009,5.26372e-009
-1.176e+007,8.64e+006,-7.22915e-009,5.31023e-009
-1.176e+007,8.88e+006,-7.08912e-009,5.35214e-009
-1.176e+007,9.12e+006,-6.95079e-009,5.38965e-009
-1.176e+007,9.36e+006,-6.81428e-009,5.42295e-009
-1.176e+007,9.6e+006,-6.67968e-009,5.45223e-009
-1.176e+007,9.84e+006,-6.54708e-009,5.47769e-009
-1.176e+007,1.008e+007,-6.41656e-009,5.4995e-009
-1.176e+007,1.032e+007,-6.28818e-009,5.51787e-009
-1.176e+007,1.056e+007,-6.16199e-009,5.53295e-009
-1.176e+007,1.08e+007,-6.03803e-009,5.54493e-009
-1.176e+007,1.104e+007,-5.91634e-009,5.55397e-009
-1.176e+007,1.128e+007,-5.79694e-009,5.56024e-009
-1.176e+007,1.152e+007,-5.67985e-009,5.56389e-009
-1.176e+007,1.176e+007,-5.56508e-009,5.56508e-009
-1.152e+007,-1.2e+007,-5.44919e-009,-5.67632e-009
-1.152e+007,-1.176e+007,-5.56389e-009,-5.67985e-009
-1.152e+007,-1.152e+007,-5.68106e-009,-5.68106e-009
-1.152e+007,-1.128e+007,-5.8007e-009,-5.6798e-009
-1.152e+007,-1.104e+007,-5.9228e-009,-5.67591e-009
-1.152e+007,-1.08e+007,-6.04735e-009,-5.66923e-009
-1.152e+007,-1.056e+007,-6.17435e-009,-5.65959e-009
-1.152e+007,-1.032e+007,-6.30375e-009,-5.64681e-009
-1.152e+007,-1.008e+007,-6.43552e-009,-5.6307e-009
-1.152e+007,-9.84e+006,-6.56962e-009,-5.61109e-009
-1.152e+007,-9.6e+006,-6.70599e-009,-5.58777e-009
-1.152e+007,-9.36e+006,-6.84455e-009,-5.56054e-009
-1.152e+007,-9.12e+006,-6.98522e-009,-5.52921e-009
-1.152e+007,-8.88e+006,-7.12791e-009,-5.49356e-009
-1.152e+007,-8.64e+006,-7.27251e-009,-5.45339e-009
-1.152e+007,-8.4e+006,-7.41887e-009,-5.40848e-009
-1.152e+007,-8.16e+006,-7.56686e-009,-5.35861e-009
-1.152e+007,-7.92e+006,-7.71632e-009,-5.30358e-009
-1.152e+007,-7.68e+006,-7.86706e-009,-5.24318e-009
-1.152e+007,-7.44e+006,-8.01888e-009,-5.17718e-009
-1.152e+007,-7.2e+006,-8.17155e-009,-5.10539e-009
-1.152e+007,-6.96e+006,-8.32484e-009,-5.02761e-009
-1.152e+007,-6.72e+006,-8.47849e-009,-4.94364e-009
-1.152e+007,-6.48e+006,-8.63219e-009,-4.85331e-009
-1.152e+007,-6.24e+006,-8.78566e-009,-4.75645e-009
-1.152e+007,-6e+006,-8.93856e-009,-4.6529e-009
-1.152e+007,-5.76e+006,-9.09054e-009,-4.54252e-009
-1.152e+007,-5.52e+006,-9.24122e-009,-4.4252e-009
-1.152e+007,-5.28e+006,-9.39023e-009,-4.30084e-009
-1.152e+007,-5.04e+006,-9.53715e-009,-4.16936e-009
-1.152e+007,-4.8e+006,-9.68155e-009,-4.03074e-009
-1.152e+007,-4.56e+006,-9.823e-009,-3.88494e-009
-1.152e+007,-4.32e+006,-9.96104e-009,-3.73199e-009
-1.152e+007,-4.08e+006,-1.00952e-008,-3.57194e-009
-1.152e+007,-3.84e+006,-1.0225e-008,-3.40487e-009
-1.152e+007,-3.6e+006,-1.035e-008,-3.23092e-009
-1.152e+007,-3.36e+006,-1.04698e-008,-3.05024e-009
-1.152e+007,-3.12e+006,-1.05837e-008,-2.86303e-009
-1.152e+007,-2.88e+006,-1.06914e-008,-2.66956e-009
-1.152e+007,-2.64e+006,-1.07924e-008,-2.47009e-009
-1.152e+007,-2.4e+006,-1.08863e-008,-2.26496e-009
-1.152e+007,-2.16e+006,-1.09727e-008,-2.05454e-009
-1.152e+007,-1.92e+006,-1.10511e-008,-1.83923e-009
-1.152e+007,-1.68e+006,-1.11212e-008,-1.61947e-009
-1.152e+007,-1.44e+006,-1.11827e-008,-1.39574e-009
-1.152e+007,-1.2e+006,-1.12353e-008,-1.16855e-009
-1.152e+007,-960000,-1.12786e-008,-9.3842e-010
-1.152e+007,-720000,-1.13126e-008,-7.05918e-010
-1.152e+007,-480000,-1.13369e-008,-4.71619e-010
-1.152e+007,-240000,-1.13516e-008,-2.36112e-010
-1.152e+007,0,-1.13565e-008,5.33302e-027
-1.152e+007,240000,-1.13516e-008,2.36112e-010
-1.152e+007,480000,-1.13369e-008,4.71619e-010
-1.152e+007,720000,-1.13126e-008,7.05918e-010
-1.152e+007,960000,-1.12786e-008,9.3842e-010
-1.152e+007,1.2e+006,-1.12353e-008,1.16855e-009
-1.152e+007,1.44e+006,-1.11827e-008,1.39574e-009
-1.152e+007,1.68e+006,-1.11212e-008,1.61947e-009
-1.152e+007,1.92e+006,-1.10511e-008,1.83923e-009
-1.152e+007,2.16e+006,-1.09727e-008,2.05454e-009
-1.152e+007,2.4e+006,-1.08863e-008,2.26496e-009
-1.152e+007,2.64e+006,-1.07924e-008,2.47009e-009
-1.152e+007,2.88e+006,-1.06914e-008,2.66956e-009
-1.152e+007,3.12e+006,-1.05837e-008,2.86303e-009
-1.152e+007,3.36e+006,-1.04698e-008,3.05024e-009
-1.152e+007,3.6e+006,-1.035e-008,3.23092e-009
-1.152e+007,3.84e+006,-1.0225e-008,3.40487e-009
-1.152e+007,4.08e+006,-1.00952e-008,3.57194e-009
-1.152e+007,4.32e+006,-9.96104e-009,3.73199e-009
-1.152e+007,4.56e+006,-9.823e-009,3.88494e-009
-1.152e+007,4.8e+006,-9.68155e-009,4.03074e-009
-1.152e+007,5.04e+006,-9.53715e-009,4.16936e-009
-1.152e+007,5.28e+006,-9.39023e-009,4.30084e-009
-1.152e+007,5.52e+006,-9.24122e-009,4.4252e-009
-1.152e+007,5.76e+006,-9.09054e-009,4.54252e-009
-1.152e+007,6e+006,-8.93856e-009,4.6529e-009
-1.152e+007,6.24e+006,-8.78566e-009,4.75645e-009
-1.152e+007,6.48e+006,-8.63219e-009,4.85331e-009
-1.152e+007,6.72e+006,-8.47849e-009,4.94364e-009
-1.152e+007,6.96e+006,-8.32484e-009,5.02761e-009
-1.152e+007,7.2e+006,-8.17155e-009,5.10539e-009
-1.152e+007,7.44e+006,-8.01888e-009,5.17718e-009
-1.152e+007,7.68e+006,-7.86706e-009,5.24318e-009
-1.152e+007,7.92e+006,-7.71632e-009,5.30358e-009
-1.152e+007,8.16e+006,-7.56686e-009,5.35861e-009
-1.152e+007,8.4e+006,-7.41887e-009,5.40848e-009
-1.152e+007,8.64e+006,-7.27251e-009,5.45339e-009
-1.152e+007,8.88e+006,-7.12791e-009,5.49356e-009
-1.152e+007,9.12e+006,-6.98522e-009,5.52921e-009
-1.152e+007,9.36e+006,-6.84455e-009,5.56054e-009
-1.152e+007,9.6e+006,-6.70599e-009,5.58777e-009
-1.152e+007,9.84e+006,-6.56962e-009,5.61109e-009
-1.152e+007,1.008e+007,-6.43552e-009,5.6307e-009
-1.152e+007,1.032e+007,-6.30375e-009,5.64681e-009
-1.152e+007,1.056e+007,-6.17435e-009,5.65959e-009
-1.152e+007,1.08e+007,-6.04735e-009,5.66923e-009
-1.152e+007,1.104e+007,-5.9228e-009,5.67591e-009
-1.152e+007,1.128e+007,-5.8007e-009,5.6798e-009
-1.152e+007,1.152e+007,-5.68106e-009,5.68106e-009
-1.152e+007,1.176e+007,-5.56389e-009,5.67985e-009
-1.128e+007,-1.2e+007,-5.4433e-009,-5.79088e-009
-1.128e+007,-1.176e+007,-5.56024e-009,-5.79694e-009
-1.128e+007,-1.152e+007,-5.6798e-009,-5.8007e-009
-1.128e+007,-1.128e+007,-5.80198e-009,-5.80198e-009
-1.128e+007,-1.104e+007,-5.9268e-009,-5.80064e-009
-1.128e+007,-1.08e+007,-6.05424e-009,-5.79649e-009
-1.128e+007,-1.056e+007,-6.18429e-009,-5.78937e-009
-1.128e+007,-1.032e+007,-6.31694e-009,-5.77907e-009
-1.128e+007,-1.008e+007,-6.45215e-009,-5.76541e-009
-1.128e+007,-9.84e+006,-6.58989e-009,-5.74819e-009
-1.128e+007,-9.6e+006,-6.73009e-009,-5.72721e-009
-1.128e+007,-9.36e+006,-6.8727e-009,-5.70224e-009
-1.128e+007,-9.12e+006,-7.01764e-009,-5.67308e-009
-1.128e+007,-8.88e+006,-7.1648e-009,-5.63951e-009
-1.128e+007,-8.64e+006,-7.31409e-009,-5.60128e-009
-1.128e+007,-8.4e+006,-7.46537e-009,-5.55818e-009
-1.128e+007,-8.16e+006,-7.6185e-009,-5.50998e-009
-1.128e+007,-7.92e+006,-7.77333e-009,-5.45644e-009
-1.128e+007,-7.68e+006,-7.92965e-009,-5.39732e-009
-1.128e+007,-7.44e+006,-8.08727e-009,-5.3324e-009
-1.128e+007,-7.2e+006,-8.24596e-009,-5.26146e-009
-1.128e+007,-6.96e+006,-8.40548e-009,-5.18426e-009
-1.128e+007,-6.72e+006,-8.56554e-009,-5.1006e-009
-1.128e+007,-6.48e+006,-8.72586e-009,-5.01027e-009
-1.128e+007,-6.24e+006,-8.8861e-009,-4.91309e-009
-1.128e+007,-6e+006,-9.04594e-009,-4.80887e-009
-1.128e+007,-5.76e+006,-9.20499e-009,-4.69745e-009
-1.128e+007,-5.52e+006,-9.36287e-009,-4.5787e-009
-1.128e+007,-5.28e+006,-9.51917e-009,-4.45249e-009
-1.128e+007,-5.04e+006,-9.67344e-009,-4.31875e-009
-1.128e+007,-4.8e+006,-9.82524e-009,-4.1774e-009
-1.128e+007,-4.56e+006,-9.97409e-009,-4.02842e-009
-1.128e+007,-4.32e+006,-1.01195e-008,-3.8718e-009
-1.128e+007,-4.08e+006,-1.0261e-008,-3.7076e-009
-1.128e+007,-3.84e+006,-1.0398e-008,-3.5359e-009
-1.128e+007,-3.6e+006,-1.05301e-008,-3.3568e-009
-1.128e+007,-3.36e+006,-1.06567e-008,-3.17049e-009
-1.128e+007,-3.12e+006,-1.07772e-008,-2.97716e-009
-1.128e+007,-2.88e+006,-1.08913e-008,-2.77708e-009
-1.128e+007,-2.64e+006,-1.09984e-008,-2.57053e-009
-1.128e+007,-2.4e+006,-1.1098e-008,-2.35788e-009
-1.128e+007,-2.16e+006,-1.11897e-008,-2.13951e-009
-1.128e+007,-1.92e+006,-1.1273e-008,-1.91584e-009
-1.128e+007,-1.68e+006,-1.13475e-008,-1.68736e-009
-1.128e+007,-1.44e+006,-1.14128e-008,-1.45458e-009
-1.128e+007,-1.2e+006,-1.14687e-008,-1.21804e-009
-1.128e+007,-960000,-1.15148e-008,-9.78321e-010
-1.128e+007,-720000,-1.15509e-008,-7.36025e-010
-1.128e+007,-480000,-1.15769e-008,-4.91776e-010
-1.128e+007,-240000,-1.15925e-008,-2.46217e-010
-1.128e+007,0,-1.15977e-008,-3.12929e-026
-1.128e+007,240000,-1.15925e-008,2.46217e-010
-1.128e+007,480000,-1.15769e-008,4.91776e-010
-1.128e+007,720000,-1.15509e-008,7.36025e-010
-1.128e+007,960000,-1.15148e-008,9.78321e-010
-1.128e+007,1.2e+006,-1.14687e-008,1.21804e-009
-1.128e+007,1.44e+006,-1.14128e-008,1.45458e-009
-1.128e+007,1.68e+006,-1.13475e-008,1.68736e-009
-1.128e+007,1.92e+006,-1.1273e-008,1.91584e-009
-1.128e+007,2.16e+006,-1.11897e-008,2.13951e-009
-1.128e+007,2.4e+006,-1.1098e-008,2.35788e-009
-1.128e+007,2.64e+006,-1.09984e-008,2.57053e-009
-1.128e+007,2.88e+006,-1.08913e-008,2.77708e-009
-1.128e+007,3.12e+006,-1.07772e-008,2.97716e-009
-1.128e+007,3.36e+006,-1.06567e-008,3.17049e-009
-1.128e+007,3.6e+006,-1.05301e-008,3.3568e-009
-1.128e+007,3.84e+006,-1.0398e-008,3.5359e-009
-1.128e+007,4.08e+006,-1.0261e-008,3.7076e-009
-1.128e+007,4.32e+006,-1.01195e-008,3.8718e-009
-1.128e+007,4.56e+006,-9.97409e-009,4.02842e-009
-1.128e+007,4.8e+006,-9.82524e-009,4.1774e-009
-1.128e+007,5.04e+006,-9.67344e-009,4.31875e-009
-1.128e+007,5.28e+006,-9.51917e-009,4.45249e-009
-1.128e+007,5.52e+006,-9.36287e-009,4.5787e-009
-1.128e+007,5.76e+006,-9.20499e-009,4.69745e-009
-1.128e+007,6e+006,-9.04594e-009,4.80887e-009
-1.128e+007,6.24e+006,-8.8861e-009,4.91309e-009
-1.128e+007,6.48e+006,-8.72586e-009,5.01027e-009
-1.128e+007,6.72e+006,-8.56554e-009,5.1006e-009
-1.128e+007,6.96e+006,-8.40548e-009,5.18426e-009
-1.128e+007,7.2e+006,-8.24596e-009,5.26146e-009
-1.128e+007,7.44e+006,-8.08727e-009,5.3324e-009
-1.128e+007,7.68e+006,-7.92965e-009,5.39732e-009
-1.128e+007,7.92e+006,-7.77333e-009,5.45644e-009
-1.128e+007,8.16e+006,-7.6185e-009,5.50998e-009
-1.128e+007,8.4e+006,-7.46537e-009,5.55818e-009
-1.128e+007,8.64e+006,-7.31409e-009,5.60128e-009
-1.128e+007,8.88e+006,-7.1648e-009,5.63951e-009
-1.128e+007,9.12e+006,-7.01764e-009,5.67308e-009
-1.128e+007,9.36e+006,-6.8727e-009,5.70224e-009
-1.128e+007,9.6e+006,-6.73009e-009,5.72721e-009
-1.128e+007,9.84e+006,-6.58989e-009,5.74819e-009
-1.128e+007,1.008e+007,-6.45215e-009,5.76541e-009
-1.128e+007,1.032e+007,-6.31694e-009,5.77907e-009
-1.128e+007,1.056e+007,-6.18429e-009,5.78937e-009
-1.128e+007,1.08e+007,-6.05424e-009,5.79649e-009
-1.128e+007,1.104e+007,-5.9268e-009,5.80064e-009
-1.128e+007,1.128e+007,-5.80198e-009,5.80198e-009
-1.128e+007,1.152e+007,-5.6798e-009,5.8007e-009
-1.128e+007,1.176e+007,-5.56024e-009,5.79694e-009
-1.104e+007,-1.2e+007,-5.43481e-009,-5.90759e-009
-1.104e+007,-1.176e+007,-5.55397e-009,-5.91634e-009
-1.104e+007,-1.152e+007,-5.67591e-009,-5.9228e-009
-1.104e+007,-1.128e+007,-5.80064e-009,-5.9268e-009
-1.104e+007,-1.104e+007,-5.92817e-009,-5.92817e-009
-1.104e+007,-1.08e+007,-6.05851e-009,-5.92674e-009
-1.104e+007,-1.056e+007,-6.19165e-009,-5.92231e-009
-1.104e+007,-1.032e+007,-6.32757e-009,-5.91469e-009
-1.104e+007,-1.008e+007,-6.46626e-009,-5.90368e-009
-1.104e+007,-9.84e+006,-6.60768e-009,-5.88907e-009
-1.104e+007,-9.6e+006,-6.75179e-009,-5.87063e-009
-1.104e+007,-9.36e+006,-6.89853e-009,-5.84814e-009
-1.104e+007,-9.12e+006,-7.04781e-009,-5.82138e-009
-1.104e+007,-8.88e+006,-7.19956e-009,-5.79009e-009
-1.104e+007,-8.64e+006,-7.35367e-009,-5.75405e-009
-1.104e+007,-8.4e+006,-7.51002e-009,-5.713e-009
-1.104e+007,-8.16e+006,-7.66846e-009,-5.66668e-009
-1.104e+007,-7.92e+006,-7.82882e-009,-5.61486e-009
-1.104e+007,-7.68e+006,-7.99094e-009,-5.55727e-009
-1.104e+007,-7.44e+006,-8.15459e-009,-5.49365e-009
-1.104e+007,-7.2e+006,-8.31955e-009,-5.42377e-009
-1.104e+007,-6.96e+006,-8.48556e-009,-5.34738e-009
-1.104e+007,-6.72e+006,-8.65234e-009,-5.26423e-009
-1.104e+007,-6.48e+006,-8.81958e-009,-5.1741e-009
-1.104e+007,-6.24e+006,-8.98696e-009,-5.07677e-009
-1.104e+007,-6e+006,-9.1541e-009,-4.97204e-009
-1.104e+007,-5.76e+006,-9.32062e-009,-4.85972e-009
-1.104e+007,-5.52e+006,-9.48611e-009,-4.73965e-009
